"jobId","skill"
"20925022054","AWS"
"20925022054","SQL"
"11025023356","AWS"
"310725913533","GCP"
"310725912614","Power BI"
"310725912614","SQL"
"300925930330","Python"
"300925930328","Power BI"
"300925930327","SQL"
"300925930320","Excel"
"300925930318","Excel"
"300925930310","SQL"
"300925930307","Excel"
"300925930307","AWS"
"300925930297","Azure"
"300925930282","SQL"
"300925930269","Power BI"
"300925930269","SQL"
"300925930268","AWS"
"300925930262","SQL"
"300925930248","AWS"
"300925930237","Azure"
"300925930225","SQL"
"300925930225","ETL"
"300925926914","Python"
"300925924283","Python"
"300925924214","Python"
"300925924212","Business Analysis"
"300925924074","GCP"
"300925923975","LLM"
"300925922334","SQL"
"300925922329","SQL"
"300925922324","SQL"
"300925922324","Spark"
"300925922324","Kafka"
"300925922320","SQL"
"300925922316","SQL"
"300925922314","Azure"
"300925922312","Python"
"300925922307","SQL"
"300925922307","Azure"
"300925922305","SQL"
"300925922299","SQL"
"300925922293","SQL"
"300925922293","Azure"
"300925922292","SQL"
"300925922292","Python"
"300925922240","SQL"
"300925921701","Azure"
"300925921701","AWS"
"300925920612","LLM"
"300925920439","SQL"
"300925920439","Python"
"300925920300","Python"
"300925920300","Azure"
"300925920300","SQL"
"300925917622","Azure"
"300925917618","Power BI"
"300925917618","ETL"
"300925916269","Python"
"300925916269","Azure"
"300925915704","Azure"
"300925914003","Spark"
"300925914003","ETL"
"300925914003","SQL"
"300925913440","SQL"
"300925913427","SQL"
"300925912914","Azure"
"300925912914","GCP"
"300925912914","AWS"
"300925912901","LLM"
"300925912901","Azure"
"300925912901","Python"
"300925912259","Azure"
"300925912259","AWS"
"300925912119","Kafka"
"300925504917","Deep Learning"
"300925504917","Machine Learning"
"300925504850","SQL"
"300925504829","Excel"
"300925504781","SQL"
"300925504781","Python"
"300925504750","SQL"
"300925504718","Statistics"
"300925504717","Statistics"
"300925504659","SQL"
"300925504627","Excel"
"300925504597","Excel"
"300925504583","SQL"
"300925504583","Machine Learning"
"300925504556","SQL"
"300925504555","Machine Learning"
"300925504555","Data Visualization"
"300925504542","Machine Learning"
"300925504455","SQL"
"300925504453","SQL"
"300925504388","SQL"
"300925504383","GCP"
"300925504383","SQL"
"300925504334","SQL"
"300925504323","SQL"
"300925504295","Business Analysis"
"300925504272","Python"
"300925504271","Python"
"300925504266","Excel"
"300925504251","SQL"
"300925504247","GCP"
"300925504247","Machine Learning"
"300925504223","SQL"
"300925504128","Excel"
"300925504128","Data Visualization"
"300925504092","Business Analysis"
"300925504091","Excel"
"300925504091","GCP"
"300925504047","SQL"
"300925504023","Python"
"300925504022","SQL"
"300925503989","Excel"
"300925503988","Excel"
"300925503822","Business Analysis"
"300925503415","GCP"
"300925503287","Excel"
"300925503084","GCP"
"300925503072","SQL"
"300925503065","Machine Learning"
"300925503038","SQL"
"300925503019","Machine Learning"
"300925503009","Excel"
"300925503009","AWS"
"300925503000","GCP"
"300925502994","SQL"
"300925502992","SQL"
"300925502991","AWS"
"300925502987","SQL"
"300925502986","SQL"
"300925502984","SQL"
"300925502983","SQL"
"300925502873","Python"
"300925502873","Business Analysis"
"300925502873","SQL"
"300925502745","Machine Learning"
"300925502712","Data Visualization"
"300925502684","SQL"
"300925502659","Machine Learning"
"300925502651","GCP"
"300925502597","Business Analysis"
"300925502475","Excel"
"300925502471","Excel"
"300925502469","Excel"
"300925502465","Machine Learning"
"300925500936","Excel"
"300925500930","Business Analysis"
"300925500856","SQL"
"300925500841","Python"
"300925500826","Excel"
"300925500603","Excel"
"300925500602","SQL"
"300925500536","Python"
"300925500458","Excel"
"300925500442","SQL"
"300925500262","SQL"
"300925500259","GCP"
"300925500259","Machine Learning"
"300925500247","Machine Learning"
"300925500246","Data Visualization"
"300925500246","SQL"
"300925500238","SQL"
"300925500026","SQL"
"300925030871","AWS"
"300925030871","LLM"
"300925030871","PyTorch"
"300925030871","TensorFlow"
"300925030713","Excel"
"300925030427","Python"
"300925030417","Azure"
"300925030417","Excel"
"300925029933","SQL"
"300925029894","Azure"
"300925029894","SQL"
"300925029894","GCP"
"300925029865","Power BI"
"300925029865","Tableau"
"300925029865","SQL"
"300925029865","Data Visualization"
"300925029859","Excel"
"300925029803","Azure"
"300925029731","Azure"
"300925029476","SQL"
"300925029243","Power BI"
"300925029243","SQL"
"300925028796","Python"
"300925028796","SQL"
"300925028796","Pandas"
"271124006135","KPI"
"260925928737","Excel"
"260925924073","Azure"
"260925504586","Machine Learning"
"260925504012","Machine Learning"
"260925503528","AWS"
"260925503227","Excel"
"260925019920","Excel"
"260925014964","Excel"
"260925012598","Excel"
"250925001404","SQL"
"240925034284","SQL"
"240925012051","Power BI"
"240925012051","KPI"
"230925036712","Azure"
"230925036712","ETL"
"230925020613","Excel"
"230925017322","GCP"
"230925017322","Azure"
"230925017322","AWS"
"230725025366","Excel"
"230725023815","Machine Learning"
"230725023815","TensorFlow"
"220725025418","Business Analysis"
"210825043576","Excel"
"210825020619","Excel"
"200925008449","Excel"
"200325013602","Excel"
"190825021520","Excel"
"180925032037","Excel"
"180925029744","Excel"
"170825003972","ETL"
"170825003972","Machine Learning"
"170825003972","Python"
"170825003972","TensorFlow"
"170825003972","PyTorch"
"170825003972","NLP"
"160925035433","Excel"
"141024011112","Excel"
"141024011112","Data Visualization"
"110925935369","SQL"
"90925016237","Excel"
"90924003660","Excel"
"90825010537","Excel"
"60825019042","Excel"
"50325010557","Excel"
"31025917904","Python"
"31025917871","Python"
"31025917850","Python"
"31025917850","Spark"
"31025917847","Python"
"31025917830","AWS"
"31025917756","Python"
"31025917692","Python"
"31025917670","Python"
"31025917670","Spark"
"31025917670","SQL"
"31025917670","Azure"
"31025917668","Business Analysis"
"31025917646","Python"
"31025917643","ETL"
"31025917643","Python"
"31025917623","AWS"
"31025917572","Statistics"
"31025917374","Business Analysis"
"31025917313","Azure"
"31025917276","Python"
"31025917259","Business Analysis"
"31025917259","Azure"
"31025917254","Azure"
"31025917254","ETL"
"31025917254","SQL"
"31025917254","Python"
"31025917232","Tableau"
"31025917232","Machine Learning"
"31025917232","Statistics"
"31025917232","Python"
"31025917227","Spark"
"31025917227","ETL"
"31025917227","Python"
"31025917227","SQL"
"31025917200","Power BI"
"31025917200","Data Visualization"
"31025917194","SQL"
"31025917194","Azure"
"31025917123","TensorFlow"
"31025917123","PyTorch"
"31025917123","Python"
"31025917080","Business Analysis"
"31025917073","Python"
"31025917066","Machine Learning"
"31025917066","Tableau"
"31025917066","Statistics"
"31025917021","Business Analysis"
"31025916970","SQL"
"31025916970","Tableau"
"31025916970","Python"
"31025916882","Python"
"31025916881","Python"
"31025916875","Python"
"31025916835","Business Analysis"
"31025916825","Business Analysis"
"31025916823","Business Analysis"
"31025916792","SQL"
"31025916792","Business Analysis"
"31025916787","Business Analysis"
"31025916760","Machine Learning"
"31025916760","ETL"
"31025916760","Python"
"31025916751","Business Analysis"
"31025916713","Tableau"
"31025916713","Machine Learning"
"31025916713","Statistics"
"31025916713","Power BI"
"31025916709","Power BI"
"31025916686","Python"
"31025916648","Python"
"31025916627","Excel"
"31025916604","SQL"
"31025916604","Azure"
"31025916598","Azure"
"31025916598","AWS"
"31025916593","Python"
"31025916560","Spark"
"31025916560","SQL"
"31025916554","Snowflake"
"31025916554","Python"
"31025916549","SQL"
"31025916451","SQL"
"31025916451","BigQuery"
"31025916451","Python"
"31025916444","Python"
"31025916443","Snowflake"
"31025916443","SQL"
"31025916443","ETL"
"31025916443","Python"
"31025916422","Python"
"31025916387","Python"
"31025916381","SQL"
"31025916381","Spark"
"31025916381","Python"
"31025916375","Spark"
"31025916375","Python"
"31025916375","Azure"
"31025916369","AWS"
"31025916362","Spark"
"31025916362","Azure"
"31025916362","SQL"
"31025916362","Databricks"
"31025916362","Python"
"31025916355","SQL"
"31025916349","Python"
"31025916342","SQL"
"31025916340","Python"
"31025916338","SQL"
"31025916312","Python"
"31025915068","SQL"
"31025914989","Python"
"31025914973","Azure"
"31025914973","SQL"
"31025914973","AWS"
"31025914973","Python"
"31025914971","Business Analysis"
"31025914837","Azure"
"31025914596","ETL"
"31025914540","Azure"
"31025914341","Python"
"31025914303","SQL"
"31025914303","Python"
"31025914287","AWS"
"31025914239","SQL"
"31025914236","Business Analysis"
"31025914175","Python"
"31025914153","Snowflake"
"31025914153","ETL"
"31025914153","Python"
"31025914151","Azure"
"31025914151","Python"
"31025914138","ETL"
"31025914138","SQL"
"31025913986","Azure"
"31025913986","Python"
"31025913982","Azure"
"31025913982","AWS"
"31025913928","Python"
"31025913924","Python"
"31025913904","Python"
"31025913856","Python"
"31025913856","AWS"
"31025913852","SQL"
"31025913852","Python"
"31025913852","Machine Learning"
"31025913829","Python"
"31025911001","Databricks"
"31025911001","Spark"
"31025503300","Business Analysis"
"31025503278","Machine Learning"
"31025503277","SQL"
"31025503277","Machine Learning"
"31025502428","SQL"
"31025502420","SQL"
"31025502382","Excel"
"31025502104","Python"
"31025502104","NLP"
"31025502104","Machine Learning"
"31025502104","SQL"
"31025502085","Power BI"
"31025502084","Power BI"
"31025502083","LLM"
"31025502077","Azure"
"31025502077","SQL"
"31025502076","Azure"
"31025502076","SQL"
"31025502067","KPI"
"31025501885","SQL"
"31025501835","Python"
"31025501822","KPI"
"31025501822","Excel"
"31025501818","SQL"
"31025501816","Python"
"31025501816","Azure"
"31025501816","SQL"
"31025501815","Python"
"31025501815","SQL"
"31025501811","Business Analysis"
"31025501810","Business Analysis"
"31025501810","SQL"
"31025501805","Excel"
"31025501762","Business Analysis"
"31025501661","Business Analysis"
"31025501447","Python"
"31025501447","Machine Learning"
"31025501446","Python"
"31025501444","SQL"
"31025501385","Business Analysis"
"31025501210","SQL"
"31025501210","Power BI"
"31025501210","Azure"
"31025501209","Business Analysis"
"31025501209","SQL"
"31025501163","GCP"
"31025500851","SQL"
"31025500850","Excel"
"31025500807","SQL"
"31025500689","Excel"
"31025500508","Excel"
"31025500505","Excel"
"31025500472","GCP"
"31025500106","GCP"
"31025500106","Machine Learning"
"31025500098","SQL"
"31025500011","GCP"
"31025019428","Excel"
"31025018249","Power BI"
"31025018249","Business Analysis"
"31025018249","SQL"
"31025018116","Excel"
"31025018048","Excel"
"31025018027","Excel"
"31025013374","Azure"
"31025013047","Excel"
"31025013047","Business Analysis"
"31025012604","Excel"
"31025012161","SQL"
"31025012025","SQL"
"31025010624","Excel"
"31025010414","SQL"
"31025010414","Excel"
"31025010388","Business Analysis"
"31025009774","Python"
"31025009774","AWS"
"31025009687","Excel"
"31025008763","AWS"
"31025008589","Excel"
"31025008041","AWS"
"31025008041","Python"
"31025006662","Python"
"31025006662","NLP"
"31025006662","Azure"
"31025006662","AWS"
"31025006379","Python"
"31025006379","NLP"
"31025006379","Azure"
"31025006379","Machine Learning"
"31025006094","Spark"
"31025006094","Azure"
"31025005480","Spark"
"31025005480","Azure"
"31025003239","AWS"
"31025003061","Excel"
"31025003061","Power BI"
"31025002398","Tableau"
"31025002398","Data Visualization"
"31025002320","Python"
"31025002320","NLP"
"31025002320","Azure"
"31025002320","AWS"
"31025002320","Power BI"
"31025001823","GCP"
"21025008890","Python"
"21025007989","AWS"
"21025007288","Kafka"
"21025007013","Excel"
"11025921387","Excel"
"11025921370","Excel"
"11025921307","GCP"
"11025918816","Python"
"11025918749","ETL"
"11025918290","Python"
"11025917849","Python"
"11025917849","Business Analysis"
"11025917849","SQL"
"11025917602","Power BI"
"11025917602","SQL"
"11025917602","Python"
"11025917585","SQL"
"11025917562","Deep Learning"
"11025917562","NLP"
"11025917562","Machine Learning"
"11025917562","Python"
"11025917552","Python"
"11025917490","Power BI"
"11025917490","Tableau"
"11025917490","Excel"
"11025917465","Python"
"11025917442","Deep Learning"
"11025917442","NLP"
"11025917442","Machine Learning"
"11025917442","Python"
"11025917434","Excel"
"11025917416","Power BI"
"11025917416","SQL"
"11025917416","Python"
"11025917408","Python"
"11025917408","Tableau"
"11025917404","Python"
"11025917401","Deep Learning"
"11025917401","NLP"
"11025917401","Machine Learning"
"11025917401","Python"
"11025917387","Python"
"11025917384","Python"
"11025917383","Power BI"
"11025917383","SQL"
"11025917383","Python"
"11025917359","Python"
"11025917358","Business Analysis"
"11025917357","Deep Learning"
"11025917357","NLP"
"11025917357","Machine Learning"
"11025917357","Python"
"11025917344","Power BI"
"11025917344","SQL"
"11025917344","Tableau"
"11025917341","Business Analysis"
"11025917336","SQL"
"11025917328","Python"
"11025917297","Python"
"11025917293","Python"
"11025917274","Excel"
"11025917267","Python"
"11025917240","Deep Learning"
"11025917240","NLP"
"11025917240","Machine Learning"
"11025917240","Python"
"11025917236","Python"
"11025917206","Power BI"
"11025917188","Python"
"11025917187","SQL"
"11025917186","Power BI"
"11025917186","SQL"
"11025917186","Python"
"11025917154","Power BI"
"11025917154","SQL"
"11025917154","Python"
"11025917150","Business Analysis"
"11025917149","Power BI"
"11025917149","SQL"
"11025917149","Tableau"
"11025917149","Python"
"11025917138","Business Analysis"
"11025917107","Power BI"
"11025917107","Tableau"
"11025917063","Deep Learning"
"11025917063","NLP"
"11025917063","Machine Learning"
"11025917063","Python"
"11025917056","AWS"
"11025917056","Python"
"11025917036","Deep Learning"
"11025917036","NLP"
"11025917036","Machine Learning"
"11025917036","Python"
"11025917008","Power BI"
"11025917008","SQL"
"11025917008","Python"
"11025917007","Power BI"
"11025917007","SQL"
"11025917007","Python"
"11025917005","Power BI"
"11025917005","SQL"
"11025917005","Python"
"11025916413","Business Analysis"
"11025916268","SQL"
"11025916268","ETL"
"11025916268","Python"
"11025913373","Python"
"11025913360","Python"
"11025913011","Data Visualization"
"11025911273","Azure"
"11025911273","SQL"
"11025504022","SQL"
"11025503838","Machine Learning"
"11025503838","SQL"
"11025503838","Python"
"11025503550","Excel"
"11025502961","Excel"
"11025502961","AWS"
"11025502837","Excel"
"11025502830","Excel"
"11025502469","Excel"
"11025502400","Python"
"11025502333","Python"
"11025502333","NLP"
"11025502324","Python"
"11025502234","KPI"
"11025502234","Power BI"
"11025501955","Excel"
"11025501874","SQL"
"11025501871","SQL"
"11025501862","SQL"
"11025501855","SQL"
"11025501852","Excel"
"11025501846","Python"
"11025501696","Power BI"
"11025501644","Excel"
"11025501632","Excel"
"11025501553","Excel"
"11025501538","Excel"
"11025501478","SQL"
"11025501439","Snowflake"
"11025501042","Excel"
"11025501021","GCP"
"11025500985","Excel"
"11025500849","SQL"
"11025500744","Excel"
"11025500726","SQL"
"11025500265","Excel"
"11025500206","KPI"
"11025500135","Business Analysis"
"11025023627","KPI"
"11025022363","Python"
"11025022363","Power BI"
"11025021757","Excel"
"11025021365","Data Visualization"
"11025021363","Power BI"
"11025020492","Excel"
"11025020457","SQL"
"11025020457","Python"
"11025020457","Power BI"
"11025019349","LLM"
"11025018934","AWS"
"11025018332","Power BI"
"11025018332","SQL"
"11025018332","Data Visualization"
"11025016370","AWS"
"11025013174","SQL"
"11025011798","Power BI"
"11025011383","AWS"
"10825020923","SQL"
"290925015562","Excel"
"270925005500","AWS"
"250925930333","Python"
"250925929449","AWS"
"250925005536","GCP"
"250825024745","Azure"
"250825006033","Azure"
"230925936748","SQL"
"230925010521","AWS"
"180925017060","Snowflake"
"180925017060","SQL"
"180925016236","GCP"
"180925016236","AWS"
"280925004860","SQL"
"240925930311","GCP"
"240925930311","AWS"
"230925010475","Azure"
"230925010475","SQL"
"230925010400","Kafka"
"11025020130","Excel"
"300925502492","Excel"
"300925011563","SQL"
"260925030433","SQL"
"230925500853","GCP"
"300925029378","AWS"
"300925029378","SQL"
"300925029378","Spark"
"300925029378","Python"
"300925029337","SQL"
"300925022840","NLP"
"300925022840","LLM"
"300925022840","Machine Learning"
"290925008877","SQL"
"290825020367","GCP"
"290825020367","BigQuery"
"290825020065","ETL"
"290725021583","Kafka"
"290725021583","AWS"
"260925011340","SQL"
"250925034505","AWS"
"250925034493","Python"
"250925026759","ETL"
"250925026759","SQL"
"250925006643","Python"
"250925006643","Machine Learning"
"240925025137","AWS"
"230925023422","Azure"
"230925018870","GCP"
"230925018870","Spark"
"230925018870","BigQuery"
"230925013269","SQL"
"230925013188","SQL"
"230925012109","SQL"
"190825026593","Spark"
"190825026593","SQL"
"190825026593","Python"
"31025905297","SQL"
"31025013477","Python"
"11025918553","Tableau"
"11025918553","SQL"
"11025913722","Azure"
"11025913722","AWS"
"11025013165","Python"
"11025013165","LLM"
"10825026997","Snowflake"
"10825026997","SQL"
"300925023410","AWS"
"300925010310","SQL"
"290925026911","Python"
"290925026911","Spark"
"290925014566","LLM"
"290825020499","Spark"
"290125008091","Azure"
"290125008091","GCP"
"290125008091","AWS"
"290125007916","Azure"
"290125007916","GCP"
"290125007916","AWS"
"280925004794","Spark"
"280925004794","Databricks"
"280925004794","Python"
"280524011160","SQL"
"270925000027","Excel"
"250925037778","Snowflake"
"250925037778","Python"
"250925037778","SQL"
"250925028492","Python"
"250925028492","SQL"
"250925024421","Machine Learning"
"250925000814","SQL"
"250925000814","ETL"
"240925506160","Python"
"240925036441","NLP"
"240925036441","Machine Learning"
"240925036441","Python"
"240925028408","Python"
"240925028408","SQL"
"240925024635","Python"
"240925023607","Azure"
"240925023141","Machine Learning"
"240925023141","Python"
"240925018839","Azure"
"230925930875","Azure"
"230925930875","AWS"
"230925039181","Azure"
"230925038453","SQL"
"230925027613","KPI"
"230925026365","Python"
"230925022797","ETL"
"230925015738","Azure"
"230625003762","Spark"
"220925012011","Azure"
"220925012011","Snowflake"
"220925012011","Python"
"220925012011","Spark"
"220925012011","Databricks"
"220925012011","SQL"
"220925002363","Kafka"
"190825025099","SQL"
"190825015742","ETL"
"180725012212","Snowflake"
"180725012212","SQL"
"120825011432","Python"
"90925034774","AWS"
"90424009904","NLP"
"90424009904","Machine Learning"
"90424009904","Python"
"90424009904","Deep Learning"
"40925003345","Excel"
"40925001296","Excel"
"31025018461","Azure"
"31025012913","Excel"
"31025007352","GCP"
"31025007352","Python"
"31025001308","SQL"
"31025001308","Python"
"11025023389","SQL"
"11025014022","Azure"
"11025010101","SQL"
"10825031454","ETL"
"300925923960","Python"
"300925923960","SQL"
"300925923960","Databricks"
"300925912797","SQL"
"300925016411","Kafka"
"300925016411","SQL"
"290925919445","Databricks"
"290925919445","Python"
"290925919445","Azure"
"290925919444","Python"
"290925026086","Python"
"260925026937","Python"
"260925026937","Azure"
"260925010760","AWS"
"250925501912","SQL"
"240925919999","Azure"
"240925036044","Azure"
"240925017854","AWS"
"240925017854","Spark"
"240925017854","Python"
"240925017854","SQL"
"240925010867","Kafka"
"230925014738","SQL"
"230925014290","Snowflake"
"230925007181","Python"
"230925007181","SQL"
"220525035807","Python"
"200825023624","Azure"
"200825023624","Power BI"
"200825023624","ETL"
"200825023624","SQL"
"300925918069","Python"
"300925918069","SQL"
"300925918063","Snowflake"
"300925918063","SQL"
"300925918055","Business Analysis"
"300925918055","Python"
"300925918041","Azure"
"300925918041","AWS"
"300925918041","Airflow"
"300925918041","Databricks"
"300925918041","Python"
"300925504113","Machine Learning"
"300925502898","Python"
"300925502544","Machine Learning"
"300925502544","Data Visualization"
"300925502537","GCP"
"300925500808","SQL"
"300925500800","SQL"
"300925500785","Spark"
"300925500785","AWS"
"300925500782","SQL"
"300925026494","Kafka"
"300925025285","Databricks"
"300925025285","Spark"
"300925025285","AWS"
"300925023624","AWS"
"300925023624","GCP"
"300925023120","SQL"
"300925023001","SQL"
"300925014787","Azure"
"300925014481","Azure"
"300925014481","Python"
"300925011966","Excel"
"290925920252","SQL"
"290925920250","Azure"
"290925920250","GCP"
"290925920246","Machine Learning"
"290925920246","Kafka"
"290925503670","Excel"
"290925502923","Business Analysis"
"290925502889","Python"
"290925502889","Airflow"
"290925502337","AWS"
"290925502337","SQL"
"290925502287","SQL"
"290925502018","Excel"
"290925501937","SQL"
"290925027556","SQL"
"290925027461","Azure"
"290925027047","AWS"
"290925012147","Azure"
"290925010374","SQL"
"290825022827","Python"
"260925503958","Python"
"260925503958","AWS"
"260925503563","AWS"
"260925502579","Power BI"
"260925502579","Azure"
"260925502579","Tableau"
"260925500808","SQL"
"260925026658","AWS"
"260925021239","Azure"
"260925012506","Excel"
"260925012506","Power BI"
"250925929422","Business Analysis"
"250925929359","Azure"
"250925929304","Azure"
"250925929289","Business Analysis"
"250925929231","Azure"
"250925929228","Business Analysis"
"250925929226","Business Analysis"
"250925929187","SQL"
"250925924829","Business Analysis"
"250925924728","SQL"
"250925924728","ETL"
"250925924644","Python"
"250925924585","SQL"
"250925924414","SQL"
"250925924414","ETL"
"250925924414","Python"
"250925924397","Python"
"250925924259","SQL"
"250925924243","Python"
"250925924155","Business Analysis"
"250925924142","Python"
"250925924076","SQL"
"250925924076","ETL"
"250925924076","Python"
"250925924074","SQL"
"250925924074","Python"
"250925924060","SQL"
"250925924031","Python"
"250925924031","SQL"
"250925924000","SQL"
"250925923993","Python"
"250925923988","Python"
"250925923783","Python"
"250925923758","Python"
"250925923575","Business Analysis"
"250925923525","Python"
"250925923364","SQL"
"250925923358","Python"
"250925923177","Python"
"250925923169","SQL"
"250925923131","GCP"
"250925923131","Python"
"250925923076","AWS"
"250925923008","Python"
"250925922910","Azure"
"250925922881","Python"
"250925922824","Python"
"250925922805","Python"
"250925922789","Python"
"250925922789","Pandas"
"250925922768","SQL"
"250925922737","SQL"
"250925922725","Python"
"250925922613","Python"
"250925922613","AWS"
"250925922454","Python"
"250925922408","Python"
"250925922405","Business Analysis"
"250925922293","SQL"
"250925922253","Azure"
"250925922232","Business Analysis"
"250925922167","Python"
"250925922158","AWS"
"250925921811","AWS"
"250925921772","GCP"
"250925921638","Business Analysis"
"250925921527","Azure"
"250925921527","ETL"
"250925921527","Python"
"250925921518","Business Analysis"
"250925921334","SQL"
"250925921334","Python"
"250925921306","Python"
"250925921280","Azure"
"250925921280","Power BI"
"250925921204","Python"
"250925921200","AWS"
"250925921144","Python"
"250925920967","Python"
"250925920927","SQL"
"250925920908","Python"
"250925920871","SQL"
"250925920871","BigQuery"
"250925920871","ETL"
"250925920729","Python"
"250925920531","Python"
"250925920529","Python"
"250925920494","Python"
"250925920493","Python"
"250925920444","Python"
"250925920408","Python"
"250925920252","SQL"
"250925920230","ETL"
"250925920230","Python"
"250925920230","SQL"
"250925920015","Python"
"250925919953","Python"
"250925919914","Business Analysis"
"250925919773","Python"
"250925914970","Python"
"250925914970","SQL"
"250925914970","GCP"
"250925914970","AWS"
"250925906188","SQL"
"250925906187","Python"
"250925906186","A/B Testing"
"250925906183","SQL"
"250925906183","Azure"
"250925903209","Azure"
"250925509576","Excel"
"250925508389","KPI"
"250925508268","Python"
"250925507700","SQL"
"250925507143","A/B Testing"
"250925507143","NLP"
"250925507143","Machine Learning"
"250925500866","AWS"
"250925500716","KPI"
"250925033628","SQL"
"250925027035","Python"
"250925027035","Machine Learning"
"250925023731","Power BI"
"250925011716","Azure"
"250925010856","SQL"
"250925009772","SQL"
"250925009008","Python"
"250925007588","Business Analysis"
"240925932190","Business Analysis"
"240925932180","Business Analysis"
"240925930229","SQL"
"240925922678","Azure"
"240925922678","AWS"
"240925922678","SQL"
"240925922659","AWS"
"240925920126","Business Analysis"
"240925920009","SQL"
"240925920009","Python"
"240925919935","SQL"
"240925919935","Python"
"240925919612","Python"
"240925919610","Python"
"240925919609","Python"
"240925916445","Azure"
"240925916445","Business Analysis"
"240925916053","AWS"
"240925916052","Business Analysis"
"240925916052","SQL"
"240925916049","SQL"
"240925915979","AWS"
"240925914985","Business Analysis"
"240925914982","Business Analysis"
"240925914981","Azure"
"240925914961","Business Analysis"
"240925914306","Statistics"
"240925910335","Python"
"240925910335","Spark"
"240925910335","Databricks"
"240925910316","Business Analysis"
"240925910315","Python"
"240925910284","SQL"
"240925910277","Business Analysis"
"240925910277","Azure"
"240925910263","Business Analysis"
"240925910239","Python"
"240925910227","AWS"
"240925910222","Azure"
"240925910217","Business Analysis"
"240925910193","Python"
"240925910136","Business Analysis"
"240925910124","Python"
"240925910046","Python"
"240925910046","Machine Learning"
"240925910046","NLP"
"240925909995","SQL"
"240925909974","Azure"
"240925909939","Kafka"
"240925909939","AWS"
"240925909915","Azure"
"240925909915","Python"
"240925909803","Business Analysis"
"240925909800","Azure"
"240925909771","Excel"
"240925909762","Python"
"240925909755","Kafka"
"240925909755","SQL"
"240925909517","Business Analysis"
"240925909517","SQL"
"240925909507","Business Analysis"
"240925909504","Excel"
"240925909477","Business Analysis"
"240925909399","Excel"
"240925909396","Azure"
"240925507656","Excel"
"240925507656","GCP"
"240925507589","SQL"
"240925503770","Excel"
"240925502551","GCP"
"240925502551","Machine Learning"
"240925502551","SQL"
"240925502170","Excel"
"240925022717","Excel"
"240925022717","Power BI"
"240925022375","Python"
"240925016447","SQL"
"240925016063","SQL"
"240925011728","Python"
"240925011728","Azure"
"240925009101","SQL"
"240925009101","GCP"
"240925008810","SQL"
"240925008785","SQL"
"240925008785","GCP"
"230925936521","SQL"
"230925935328","Spark"
"230925935328","SQL"
"230925935328","Python"
"230925935214","NLP"
"230925935214","TensorFlow"
"230925935214","PyTorch"
"230925935097","Python"
"230925935097","Azure"
"230925935093","GCP"
"230925935093","AWS"
"230925935085","Python"
"230925935011","Data Visualization"
"230925935011","ETL"
"230925935011","Python"
"230925934116","Python"
"230925934066","Python"
"230925933900","Azure"
"230925933900","Kafka"
"230925933897","Azure"
"230925933897","Kafka"
"230925933808","Azure"
"230925933804","Python"
"230925933800","SQL"
"230925933723","ETL"
"230925933723","Python"
"230925933706","Python"
"230925933706","SQL"
"230925933706","Machine Learning"
"230925933706","Power BI"
"230925933659","Python"
"230925933556","SQL"
"230925933482","Azure"
"230925933476","Azure"
"230925933476","SQL"
"230925933433","Azure"
"230925933433","ETL"
"230925933333","SQL"
"230925933333","Python"
"230925933318","Python"
"230925933245","AWS"
"230925933191","Python"
"230925932651","Python"
"230925932595","Python"
"230925932350","Python"
"230925932266","SQL"
"230925932265","Python"
"230925932163","SQL"
"230925932163","ETL"
"230925931993","Python"
"230925931993","Machine Learning"
"230925931993","TensorFlow"
"230925931993","PyTorch"
"230925931993","NLP"
"230925931807","SQL"
"230925931807","AWS"
"230925931807","ETL"
"230925931807","Python"
"230925931805","Python"
"230925931805","Machine Learning"
"230925931805","TensorFlow"
"230925931805","PyTorch"
"230925931805","NLP"
"230925931804","Machine Learning"
"230925931804","TensorFlow"
"230925931804","PyTorch"
"230925931804","AWS"
"230925931804","Python"
"230925931803","Python"
"230925931803","Machine Learning"
"230925931803","TensorFlow"
"230925931803","PyTorch"
"230925931803","NLP"
"230925931802","Python"
"230925931802","Machine Learning"
"230925931802","TensorFlow"
"230925931802","PyTorch"
"230925931802","NLP"
"230925931801","Python"
"230925931801","Machine Learning"
"230925931801","TensorFlow"
"230925931801","PyTorch"
"230925931801","NLP"
"230925931799","Python"
"230925931799","Machine Learning"
"230925931799","TensorFlow"
"230925931799","PyTorch"
"230925931799","NLP"
"230925931797","NLP"
"230925931797","TensorFlow"
"230925931797","PyTorch"
"230925931796","Python"
"230925931796","Machine Learning"
"230925931796","TensorFlow"
"230925931796","PyTorch"
"230925931796","NLP"
"230925931795","NLP"
"230925931795","TensorFlow"
"230925931795","PyTorch"
"230925931793","Machine Learning"
"230925931793","TensorFlow"
"230925931793","PyTorch"
"230925931793","AWS"
"230925931793","Python"
"230925931792","NLP"
"230925931792","TensorFlow"
"230925931792","PyTorch"
"230925931791","NLP"
"230925931791","TensorFlow"
"230925931791","PyTorch"
"230925931788","NLP"
"230925931788","TensorFlow"
"230925931788","PyTorch"
"230925931787","NLP"
"230925931787","TensorFlow"
"230925931787","PyTorch"
"230925931785","NLP"
"230925931785","TensorFlow"
"230925931785","PyTorch"
"230925931785","Python"
"230925931784","NLP"
"230925931784","TensorFlow"
